#1
double DHWCalc(21604, 5)
#time_in_s	1_Q_flow_	2_m_flow_	3_T_set_	4_T_set_
111060.0	13598.000000000002	0.10833333333333334	40	40
111120.0	0.0	0.0	40	40
111300.0	23012.0	0.18333333333333332	40	40
111360.0	0.0	0.0	40	40
111600.0	16945.2	0.135	40	40
111660.0	0.0	0.0	40	40
112680.0	31798.4	0.25333333333333335	40	40
112740.0	0.0	0.0	40	40
114120.0	17572.800000000003	0.14	40	40
114180.0	0.0	0.0	40	40
121140.0	18409.6	0.14666666666666667	40	40
121200.0	0.0	0.0	40	40
122040.0	17363.6	0.13833333333333334	40	40
122100.0	0.0	0.0	40	40
127800.0	11924.400000000001	0.095	40	40
127860.0	0.0	0.0	40	40
130380.0	14434.800000000001	0.115	40	40
130440.0	0.0	0.0	40	40
134940.0	17154.399999999998	0.13666666666666666	40	40
135000.0	0.0	0.0	40	40
138000.0	10878.4	0.08666666666666667	40	40
138060.0	0.0	0.0	40	40
138720.0	20919.999999999996	0.16666666666666666	40	40
138780.0	0.0	0.0	40	40
140160.0	11506.0	0.09166666666666666	40	40
140220.0	0.0	0.0	40	40
146400.0	21547.6	0.17166666666666666	40	40
146460.0	0.0	0.0	40	40
146520.0	13807.2	0.11	40	40
146580.0	0.0	0.0	40	40
151740.0	18409.6	0.14666666666666667	40	40
151800.0	0.0	0.0	40	40
152520.0	11506.0	0.09166666666666666	40	40
152580.0	0.0	0.0	40	40
153060.0	17154.399999999998	0.13666666666666666	40	40
153120.0	0.0	0.0	40	40
155520.0	22802.8	0.18166666666666667	40	40
155580.0	0.0	0.0	40	40
156720.0	14016.4	0.11166666666666666	40	40
156780.0	0.0	0.0	40	40
158160.0	20919.999999999996	0.16666666666666666	40	40
158220.0	0.0	0.0	40	40
159900.0	23012.0	0.18333333333333332	40	40
159960.0	0.0	0.0	40	40
160680.0	19873.999999999996	0.15833333333333333	40	40
160740.0	0.0	0.0	40	40
161700.0	15062.4	0.12	40	40
161760.0	0.0	0.0	40	40
162180.0	19246.399999999998	0.15333333333333332	40	40
162240.0	0.0	0.0	40	40
165060.0	17154.399999999998	0.13666666666666666	40	40
165120.0	0.0	0.0	40	40
165300.0	15480.8	0.12333333333333334	40	40
165360.0	0.0	0.0	40	40
196980.0	19246.399999999998	0.15333333333333332	40	40
197040.0	0.0	0.0	40	40
197760.0	14853.2	0.11833333333333333	40	40
197820.0	0.0	0.0	40	40
198000.0	21129.2	0.16833333333333333	40	40
198060.0	24476.4	0.195	40	40
198120.0	0.0	0.0	40	40
198600.0	21129.2	0.16833333333333333	40	40
198660.0	0.0	0.0	40	40
199680.0	22175.199999999997	0.17666666666666667	40	40
199740.0	0.0	0.0	40	40
215880.0	14016.4	0.11166666666666666	40	40
215940.0	0.0	0.0	40	40
217860.0	21965.999999999996	0.175	40	40
217920.0	0.0	0.0	40	40
222000.0	21129.2	0.16833333333333333	40	40
222060.0	0.0	0.0	40	40
227640.0	19455.6	0.155	40	40
227700.0	0.0	0.0	40	40
231720.0	12342.8	0.09833333333333333	40	40
231780.0	0.0	0.0	40	40
241020.0	17782.0	0.14166666666666666	40	40
241080.0	0.0	0.0	40	40
243000.0	13598.000000000002	0.10833333333333334	40	40
243060.0	0.0	0.0	40	40
244320.0	15480.8	0.12333333333333334	40	40
244380.0	0.0	0.0	40	40
244680.0	13388.800000000001	0.10666666666666667	40	40
244740.0	0.0	0.0	40	40
245040.0	17991.2	0.14333333333333334	40	40
245100.0	0.0	0.0	40	40
245220.0	22802.8	0.18166666666666667	40	40
245280.0	18828.0	0.15	40	40
245340.0	0.0	0.0	40	40
247320.0	17572.800000000003	0.14	40	40
247380.0	0.0	0.0	40	40
247620.0	17991.2	0.14333333333333334	40	40
247680.0	0.0	0.0	40	40
247800.0	14853.2	0.11833333333333333	40	40
247860.0	0.0	0.0	40	40
248160.0	13388.800000000001	0.10666666666666667	40	40
248220.0	0.0	0.0	40	40
249900.0	19246.399999999998	0.15333333333333332	40	40
249960.0	0.0	0.0	40	40
256560.0	21965.999999999996	0.175	40	40
256620.0	0.0	0.0	40	40
261660.0	17572.800000000003	0.14	40	40
261720.0	0.0	0.0	40	40
267900.0	23848.800000000003	0.19	40	40
267960.0	0.0	0.0	40	40
282840.0	11715.2	0.09333333333333334	40	40
282900.0	0.0	0.0	40	40
282960.0	16317.600000000002	0.13	40	40
283020.0	0.0	0.0	40	40
283380.0	12342.8	0.09833333333333333	40	40
283440.0	0.0	0.0	40	40
283740.0	14644.0	0.11666666666666667	40	40
283800.0	0.0	0.0	40	40
285060.0	17363.6	0.13833333333333334	40	40
285120.0	0.0	0.0	40	40
285840.0	19664.8	0.15666666666666668	40	40
285900.0	0.0	0.0	40	40
286020.0	22802.8	0.18166666666666667	40	40
286080.0	0.0	0.0	40	40
286980.0	19037.2	0.15166666666666667	40	40
287040.0	0.0	0.0	40	40
288720.0	14853.2	0.11833333333333333	40	40
288780.0	0.0	0.0	40	40
291600.0	16945.2	0.135	40	40
291660.0	0.0	0.0	40	40
292200.0	17363.6	0.13833333333333334	40	40
292260.0	0.0	0.0	40	40
294360.0	19037.2	0.15166666666666667	40	40
294420.0	0.0	0.0	40	40
297720.0	18200.399999999998	0.145	40	40
297780.0	0.0	0.0	40	40
298440.0	17363.6	0.13833333333333334	40	40
298500.0	0.0	0.0	40	40
303060.0	14644.0	0.11666666666666667	40	40
303120.0	0.0	0.0	40	40
303480.0	12342.8	0.09833333333333333	40	40
303540.0	0.0	0.0	40	40
303660.0	9204.8	0.07333333333333333	40	40
303720.0	14644.0	0.11666666666666667	40	40
303780.0	0.0	0.0	40	40
305880.0	20710.8	0.165	40	40
305940.0	0.0	0.0	40	40
309780.0	14016.4	0.11166666666666666	40	40
309840.0	0.0	0.0	40	40
316020.0	16108.399999999998	0.12833333333333333	40	40
316080.0	0.0	0.0	40	40
318540.0	21129.2	0.16833333333333333	40	40
318600.0	0.0	0.0	40	40
322620.0	20292.399999999998	0.16166666666666665	40	40
322680.0	0.0	0.0	40	40
324720.0	12761.2	0.10166666666666667	40	40
324780.0	0.0	0.0	40	40
328860.0	17154.399999999998	0.13666666666666666	40	40
328920.0	0.0	0.0	40	40
329220.0	21965.999999999996	0.175	40	40
329280.0	0.0	0.0	40	40
331080.0	23012.0	0.18333333333333332	40	40
331140.0	0.0	0.0	40	40
331920.0	15899.2	0.12666666666666668	40	40
331980.0	14644.0	0.11666666666666667	40	40
332040.0	0.0	0.0	40	40
332520.0	23012.0	0.18333333333333332	40	40
332580.0	0.0	0.0	40	40
335280.0	17363.6	0.13833333333333334	40	40
335340.0	0.0	0.0	40	40
369840.0	24894.800000000003	0.19833333333333333	40	40
369900.0	0.0	0.0	40	40
370440.0	14225.6	0.11333333333333333	40	40
370500.0	0.0	0.0	40	40
370920.0	19455.6	0.155	40	40
370980.0	13388.800000000001	0.10666666666666667	40	40
371040.0	0.0	0.0	40	40
371520.0	14225.6	0.11333333333333333	40	40
371580.0	0.0	0.0	40	40
371760.0	17154.399999999998	0.13666666666666666	40	40
371820.0	0.0	0.0	40	40
376440.0	20083.2	0.16	40	40
376500.0	0.0	0.0	40	40
387540.0	21338.4	0.17	40	40
387600.0	0.0	0.0	40	40
387660.0	14225.6	0.11333333333333333	40	40
387720.0	0.0	0.0	40	40
391020.0	10041.6	0.08	40	40
391080.0	0.0	0.0	40	40
391200.0	24476.4	0.195	40	40
391260.0	0.0	0.0	40	40
402660.0	11506.0	0.09166666666666666	40	40
402720.0	0.0	0.0	40	40
411660.0	33890.4	0.27	40	40
411720.0	0.0	0.0	40	40
414900.0	12970.4	0.10333333333333333	40	40
414960.0	0.0	0.0	40	40
417300.0	12761.2	0.10166666666666667	40	40
417360.0	0.0	0.0	40	40
418680.0	10878.4	0.08666666666666667	40	40
418740.0	0.0	0.0	40	40
418860.0	17782.0	0.14166666666666666	40	40
418920.0	0.0	0.0	40	40
419160.0	21965.999999999996	0.175	40	40
419220.0	0.0	0.0	40	40
424080.0	11087.599999999999	0.08833333333333333	40	40
424140.0	0.0	0.0	40	40
444120.0	15271.6	0.12166666666666667	40	40
444180.0	0.0	0.0	40	40
445380.0	10250.8	0.08166666666666667	40	40
445440.0	0.0	0.0	40	40
457800.0	19455.6	0.155	40	40
457860.0	0.0	0.0	40	40
458700.0	17572.800000000003	0.14	40	40
458760.0	0.0	0.0	40	40
458880.0	20083.2	0.16	40	40
458940.0	0.0	0.0	40	40
459360.0	21547.6	0.17166666666666666	40	40
459420.0	21129.2	0.16833333333333333	40	40
459480.0	0.0	0.0	40	40
460500.0	15899.2	0.12666666666666668	40	40
460560.0	0.0	0.0	40	40
460800.0	10041.6	0.08	40	40
460860.0	0.0	0.0	40	40
461580.0	17572.800000000003	0.14	40	40
461640.0	0.0	0.0	40	40
462060.0	15480.8	0.12333333333333334	40	40
462120.0	0.0	0.0	40	40
462180.0	18200.399999999998	0.145	40	40
462240.0	0.0	0.0	40	40
462600.0	23221.199999999997	0.185	40	40
462660.0	10459.999999999998	0.08333333333333333	40	40
462720.0	0.0	0.0	40	40
463680.0	13388.800000000001	0.10666666666666667	40	40
463740.0	0.0	0.0	40	40
463800.0	24058.0	0.19166666666666668	40	40
463860.0	20919.999999999996	0.16666666666666666	40	40
463920.0	0.0	0.0	40	40
465360.0	15271.6	0.12166666666666667	40	40
465420.0	0.0	0.0	40	40
469740.0	14434.800000000001	0.115	40	40
469800.0	0.0	0.0	40	40
472500.0	22384.4	0.17833333333333334	40	40
472560.0	0.0	0.0	40	40
476640.0	22802.8	0.18166666666666667	40	40
476700.0	0.0	0.0	40	40
476760.0	18618.8	0.14833333333333334	40	40
476820.0	0.0	0.0	40	40
478020.0	19664.8	0.15666666666666668	40	40
478080.0	14225.6	0.11333333333333333	40	40
478140.0	0.0	0.0	40	40
478920.0	17782.0	0.14166666666666666	40	40
478980.0	0.0	0.0	40	40
482040.0	17782.0	0.14166666666666666	40	40
482100.0	0.0	0.0	40	40
485280.0	16736.0	0.13333333333333333	40	40
485340.0	0.0	0.0	40	40
486660.0	28660.4	0.22833333333333333	40	40
486720.0	0.0	0.0	40	40
487080.0	19664.8	0.15666666666666668	40	40
487140.0	0.0	0.0	40	40
487200.0	19037.2	0.15166666666666667	40	40
487260.0	0.0	0.0	40	40
487500.0	10250.8	0.08166666666666667	40	40
487560.0	0.0	0.0	40	40
489300.0	19873.999999999996	0.15833333333333333	40	40
489360.0	0.0	0.0	40	40
492540.0	15690.0	0.125	40	40
492600.0	0.0	0.0	40	40
505380.0	19873.999999999996	0.15833333333333333	40	40
505440.0	0.0	0.0	40	40
510240.0	18409.6	0.14666666666666667	40	40
510300.0	0.0	0.0	40	40
510420.0	18618.8	0.14833333333333334	40	40
510480.0	0.0	0.0	40	40
525120.0	21965.999999999996	0.175	40	40
525180.0	0.0	0.0	40	40
530460.0	19246.399999999998	0.15333333333333332	40	40
530520.0	0.0	0.0	40	40
544020.0	11715.2	0.09333333333333334	40	40
544080.0	0.0	0.0	40	40
544200.0	16108.399999999998	0.12833333333333333	40	40
544260.0	0.0	0.0	40	40
544500.0	17572.800000000003	0.14	40	40
544560.0	0.0	0.0	40	40
544800.0	17991.2	0.14333333333333334	40	40
544860.0	0.0	0.0	40	40
545280.0	14225.6	0.11333333333333333	40	40
545340.0	0.0	0.0	40	40
546840.0	14016.4	0.11166666666666666	40	40
546900.0	0.0	0.0	40	40
547140.0	20710.8	0.165	40	40
547200.0	0.0	0.0	40	40
547440.0	10250.8	0.08166666666666667	40	40
547500.0	0.0	0.0	40	40
548220.0	19246.399999999998	0.15333333333333332	40	40
548280.0	0.0	0.0	40	40
548460.0	12342.8	0.09833333333333333	40	40
548520.0	0.0	0.0	40	40
548580.0	15899.2	0.12666666666666668	40	40
548640.0	0.0	0.0	40	40
549300.0	16945.2	0.135	40	40
549360.0	0.0	0.0	40	40
550200.0	21756.8	0.17333333333333334	40	40
550260.0	0.0	0.0	40	40
550680.0	14853.2	0.11833333333333333	40	40
550740.0	0.0	0.0	40	40
551400.0	12970.4	0.10333333333333333	40	40
551460.0	0.0	0.0	40	40
553020.0	18618.8	0.14833333333333334	40	40
553080.0	0.0	0.0	40	40
553740.0	13807.2	0.11	40	40
553800.0	0.0	0.0	40	40
553920.0	18200.399999999998	0.145	40	40
553980.0	0.0	0.0	40	40
570060.0	14225.6	0.11333333333333333	40	40
570120.0	0.0	0.0	40	40
572760.0	14644.0	0.11666666666666667	40	40
572820.0	0.0	0.0	40	40
573600.0	17363.6	0.13833333333333334	40	40
573660.0	0.0	0.0	40	40
574260.0	8577.199999999999	0.06833333333333333	40	40
574320.0	0.0	0.0	40	40
575280.0	18200.399999999998	0.145	40	40
575340.0	0.0	0.0	40	40
575520.0	19664.8	0.15666666666666668	40	40
575580.0	0.0	0.0	40	40
575820.0	15480.8	0.12333333333333334	40	40
575880.0	0.0	0.0	40	40
578160.0	23012.0	0.18333333333333332	40	40
578220.0	0.0	0.0	40	40
578400.0	19246.399999999998	0.15333333333333332	40	40
578460.0	0.0	0.0	40	40
578640.0	19873.999999999996	0.15833333333333333	40	40
578700.0	0.0	0.0	40	40
578820.0	17154.399999999998	0.13666666666666666	40	40
578880.0	0.0	0.0	40	40
579120.0	15899.2	0.12666666666666668	40	40
579180.0	0.0	0.0	40	40
587700.0	15480.8	0.12333333333333334	40	40
587760.0	0.0	0.0	40	40
590520.0	16736.0	0.13333333333333333	40	40
590580.0	0.0	0.0	40	40
592320.0	9832.4	0.07833333333333334	40	40
592380.0	0.0	0.0	40	40
592560.0	14016.4	0.11166666666666666	40	40
592620.0	0.0	0.0	40	40
592740.0	18618.8	0.14833333333333334	40	40
592800.0	0.0	0.0	40	40
592860.0	10041.6	0.08	40	40
592920.0	0.0	0.0	40	40
593040.0	11715.2	0.09333333333333334	40	40
593100.0	0.0	0.0	40	40
595800.0	10459.999999999998	0.08333333333333333	40	40
595860.0	0.0	0.0	40	40
597120.0	16317.600000000002	0.13	40	40
597180.0	0.0	0.0	40	40
599040.0	14644.0	0.11666666666666667	40	40
599100.0	0.0	0.0	40	40
599640.0	20292.399999999998	0.16166666666666665	40	40
599700.0	0.0	0.0	40	40
605520.0	23012.0	0.18333333333333332	40	40
605580.0	0.0	0.0	40	40
612060.0	19455.6	0.155	40	40
612120.0	0.0	0.0	40	40
619380.0	15271.6	0.12166666666666667	40	40
619440.0	0.0	0.0	40	40
628200.0	17154.399999999998	0.13666666666666666	40	40
628260.0	10041.6	0.08	40	40
628320.0	0.0	0.0	40	40
628860.0	17363.6	0.13833333333333334	40	40
628920.0	0.0	0.0	40	40
629580.0	21338.4	0.17	40	40
629640.0	0.0	0.0	40	40
629940.0	17572.800000000003	0.14	40	40
630000.0	0.0	0.0	40	40
630060.0	13807.2	0.11	40	40
630120.0	0.0	0.0	40	40
630480.0	18828.0	0.15	40	40
630540.0	0.0	0.0	40	40
630960.0	15062.4	0.12	40	40
631020.0	0.0	0.0	40	40
631080.0	21338.4	0.17	40	40
631140.0	0.0	0.0	40	40
634680.0	19037.2	0.15166666666666667	40	40
634740.0	0.0	0.0	40	40
635640.0	18828.0	0.15	40	40
635700.0	0.0	0.0	40	40
641820.0	18618.8	0.14833333333333334	40	40
641880.0	0.0	0.0	40	40
645660.0	21756.8	0.17333333333333334	40	40
645720.0	0.0	0.0	40	40
649860.0	15480.8	0.12333333333333334	40	40
649920.0	0.0	0.0	40	40
650400.0	10669.2	0.085	40	40
650460.0	0.0	0.0	40	40
660120.0	15271.6	0.12166666666666667	40	40
660180.0	0.0	0.0	40	40
670260.0	17991.2	0.14333333333333334	40	40
670320.0	0.0	0.0	40	40
672060.0	13807.2	0.11	40	40
672120.0	0.0	0.0	40	40
674460.0	9832.4	0.07833333333333334	40	40
674520.0	0.0	0.0	40	40
676500.0	19873.999999999996	0.15833333333333333	40	40
676560.0	0.0	0.0	40	40
677040.0	13807.2	0.11	40	40
677100.0	0.0	0.0	40	40
678960.0	9204.8	0.07333333333333333	40	40
679020.0	0.0	0.0	40	40
680880.0	12761.2	0.10166666666666667	40	40
680940.0	0.0	0.0	40	40
697920.0	18828.0	0.15	40	40
697980.0	0.0	0.0	40	40
714720.0	14434.800000000001	0.115	40	40
714780.0	0.0	0.0	40	40
715440.0	12342.8	0.09833333333333333	40	40
715500.0	0.0	0.0	40	40
716160.0	18618.8	0.14833333333333334	40	40
716220.0	0.0	0.0	40	40
716280.0	24267.2	0.19333333333333333	40	40
716340.0	0.0	0.0	40	40
717420.0	15480.8	0.12333333333333334	40	40
717480.0	0.0	0.0	40	40
719700.0	13388.800000000001	0.10666666666666667	40	40
719760.0	0.0	0.0	40	40
732840.0	21756.8	0.17333333333333334	40	40
732900.0	0.0	0.0	40	40
734760.0	17991.2	0.14333333333333334	40	40
734820.0	0.0	0.0	40	40
737220.0	15271.6	0.12166666666666667	40	40
737280.0	0.0	0.0	40	40
743460.0	24267.2	0.19333333333333333	40	40
743520.0	0.0	0.0	40	40
743820.0	19037.2	0.15166666666666667	40	40
743880.0	0.0	0.0	40	40
747120.0	21547.6	0.17166666666666666	40	40
747180.0	0.0	0.0	40	40
749400.0	15480.8	0.12333333333333334	40	40
749460.0	0.0	0.0	40	40
753660.0	16736.0	0.13333333333333333	40	40
753720.0	0.0	0.0	40	40
757260.0	12342.8	0.09833333333333333	40	40
757320.0	0.0	0.0	40	40
757860.0	15271.6	0.12166666666666667	40	40
757920.0	0.0	0.0	40	40
758100.0	12761.2	0.10166666666666667	40	40
758160.0	0.0	0.0	40	40
759960.0	20292.399999999998	0.16166666666666665	40	40
760020.0	0.0	0.0	40	40
761520.0	13388.800000000001	0.10666666666666667	40	40
761580.0	0.0	0.0	40	40
762660.0	16736.0	0.13333333333333333	40	40
762720.0	0.0	0.0	40	40
762840.0	11924.400000000001	0.095	40	40
762900.0	0.0	0.0	40	40
801180.0	19246.399999999998	0.15333333333333332	40	40
801240.0	0.0	0.0	40	40
801600.0	15690.0	0.125	40	40
801660.0	0.0	0.0	40	40
801780.0	19246.399999999998	0.15333333333333332	40	40
801840.0	0.0	0.0	40	40
801900.0	17363.6	0.13833333333333334	40	40
801960.0	0.0	0.0	40	40
802260.0	12133.6	0.09666666666666666	40	40
802320.0	0.0	0.0	40	40
802440.0	15690.0	0.125	40	40
802500.0	0.0	0.0	40	40
803880.0	15899.2	0.12666666666666668	40	40
803940.0	0.0	0.0	40	40
804480.0	14644.0	0.11666666666666667	40	40
804540.0	0.0	0.0	40	40
809040.0	12552.000000000002	0.1	40	40
809100.0	0.0	0.0	40	40
810060.0	19455.6	0.155	40	40
810120.0	16526.8	0.13166666666666665	40	40
810180.0	0.0	0.0	40	40
811920.0	13388.800000000001	0.10666666666666667	40	40
811980.0	0.0	0.0	40	40
813180.0	12133.6	0.09666666666666666	40	40
813240.0	0.0	0.0	40	40
815220.0	18828.0	0.15	40	40
815280.0	0.0	0.0	40	40
821640.0	17572.800000000003	0.14	40	40
821700.0	0.0	0.0	40	40
821760.0	15899.2	0.12666666666666668	40	40
821820.0	14434.800000000001	0.115	40	40
821880.0	0.0	0.0	40	40
822240.0	19246.399999999998	0.15333333333333332	40	40
822300.0	0.0	0.0	40	40
823140.0	18618.8	0.14833333333333334	40	40
823200.0	0.0	0.0	40	40
823920.0	16108.399999999998	0.12833333333333333	40	40
823980.0	0.0	0.0	40	40
826380.0	22175.199999999997	0.17666666666666667	40	40
826440.0	0.0	0.0	40	40
829020.0	24476.4	0.195	40	40
829080.0	0.0	0.0	40	40
833160.0	16945.2	0.135	40	40
833220.0	0.0	0.0	40	40
837060.0	17363.6	0.13833333333333334	40	40
837120.0	0.0	0.0	40	40
838320.0	17363.6	0.13833333333333334	40	40
838380.0	0.0	0.0	40	40
842880.0	11087.599999999999	0.08833333333333333	40	40
842940.0	0.0	0.0	40	40
843600.0	16945.2	0.135	40	40
843660.0	0.0	0.0	40	40
844320.0	13598.000000000002	0.10833333333333334	40	40
844380.0	15062.4	0.12	40	40
844440.0	0.0	0.0	40	40
844740.0	16317.600000000002	0.13	40	40
844800.0	16945.2	0.135	40	40
844860.0	0.0	0.0	40	40
844980.0	16526.8	0.13166666666666665	40	40
845040.0	0.0	0.0	40	40
847620.0	19037.2	0.15166666666666667	40	40
847680.0	0.0	0.0	40	40
847800.0	22175.199999999997	0.17666666666666667	40	40
847860.0	0.0	0.0	40	40
848580.0	12342.8	0.09833333333333333	40	40
848640.0	0.0	0.0	40	40
849060.0	16736.0	0.13333333333333333	40	40
849120.0	0.0	0.0	40	40
850560.0	16736.0	0.13333333333333333	40	40
850620.0	0.0	0.0	40	40
851400.0	10250.8	0.08166666666666667	40	40
851460.0	0.0	0.0	40	40
851760.0	8786.400000000001	0.07	40	40
851820.0	0.0	0.0	40	40
853560.0	17363.6	0.13833333333333334	40	40
853620.0	0.0	0.0	40	40
854040.0	18828.0	0.15	40	40
854100.0	0.0	0.0	40	40
854760.0	15062.4	0.12	40	40
854820.0	0.0	0.0	40	40
854940.0	12552.000000000002	0.1	40	40
855000.0	0.0	0.0	40	40
855840.0	12761.2	0.10166666666666667	40	40
855900.0	0.0	0.0	40	40
874140.0	15062.4	0.12	40	40
874200.0	0.0	0.0	40	40
888300.0	16108.399999999998	0.12833333333333333	40	40
888360.0	0.0	0.0	40	40
888420.0	15480.8	0.12333333333333334	40	40
888480.0	0.0	0.0	40	40
888960.0	12342.8	0.09833333333333333	40	40
889020.0	0.0	0.0	40	40
889680.0	18409.6	0.14666666666666667	40	40
889740.0	0.0	0.0	40	40
890760.0	15690.0	0.125	40	40
890820.0	0.0	0.0	40	40
890940.0	22593.6	0.18	40	40
891000.0	0.0	0.0	40	40
892260.0	13179.6	0.105	40	40
892320.0	0.0	0.0	40	40
895560.0	12552.000000000002	0.1	40	40
895620.0	0.0	0.0	40	40
901800.0	16317.600000000002	0.13	40	40
901860.0	0.0	0.0	40	40
905220.0	11924.400000000001	0.095	40	40
905280.0	0.0	0.0	40	40
908100.0	18828.0	0.15	40	40
908160.0	0.0	0.0	40	40
909180.0	23430.4	0.18666666666666668	40	40
909240.0	0.0	0.0	40	40
910680.0	9832.4	0.07833333333333334	40	40
910740.0	0.0	0.0	40	40
913140.0	13598.000000000002	0.10833333333333334	40	40
913200.0	0.0	0.0	40	40
927060.0	20919.999999999996	0.16666666666666666	40	40
927120.0	0.0	0.0	40	40
928620.0	17572.800000000003	0.14	40	40
928680.0	0.0	0.0	40	40
930180.0	21547.6	0.17166666666666666	40	40
930240.0	0.0	0.0	40	40
931380.0	12552.000000000002	0.1	40	40
931440.0	10878.4	0.08666666666666667	40	40
931500.0	0.0	0.0	40	40
931980.0	16526.8	0.13166666666666665	40	40
932040.0	0.0	0.0	40	40
935580.0	15899.2	0.12666666666666668	40	40
935640.0	0.0	0.0	40	40
935700.0	20919.999999999996	0.16666666666666666	40	40
935760.0	0.0	0.0	40	40
936660.0	14853.2	0.11833333333333333	40	40
936720.0	0.0	0.0	40	40
937320.0	15480.8	0.12333333333333334	40	40
937380.0	0.0	0.0	40	40
939840.0	16108.399999999998	0.12833333333333333	40	40
939900.0	18409.6	0.14666666666666667	40	40
939960.0	0.0	0.0	40	40
941340.0	14644.0	0.11666666666666667	40	40
941400.0	17782.0	0.14166666666666666	40	40
941460.0	0.0	0.0	40	40
941880.0	17991.2	0.14333333333333334	40	40
941940.0	0.0	0.0	40	40
942900.0	14434.800000000001	0.115	40	40
942960.0	0.0	0.0	40	40
955500.0	17782.0	0.14166666666666666	40	40
955560.0	0.0	0.0	40	40
975360.0	21547.6	0.17166666666666666	40	40
975420.0	0.0	0.0	40	40
976200.0	17363.6	0.13833333333333334	40	40
976260.0	0.0	0.0	40	40
976440.0	23848.800000000003	0.19	40	40
976500.0	0.0	0.0	40	40
976620.0	12342.8	0.09833333333333333	40	40
976680.0	0.0	0.0	40	40
980100.0	17991.2	0.14333333333333334	40	40
980160.0	0.0	0.0	40	40
990840.0	13598.000000000002	0.10833333333333334	40	40
990900.0	0.0	0.0	40	40
994380.0	20710.8	0.165	40	40
994440.0	0.0	0.0	40	40
995280.0	10669.2	0.085	40	40
995340.0	0.0	0.0	40	40
995640.0	15480.8	0.12333333333333334	40	40
995700.0	0.0	0.0	40	40
996540.0	30961.6	0.24666666666666667	40	40
996600.0	0.0	0.0	40	40
998520.0	14434.800000000001	0.115	40	40
998580.0	0.0	0.0	40	40
999720.0	12970.4	0.10333333333333333	40	40
999780.0	0.0	0.0	40	40
1001940.0	16317.600000000002	0.13	40	40
1002000.0	0.0	0.0	40	40
1002240.0	12970.4	0.10333333333333333	40	40
1002300.0	0.0	0.0	40	40
1002480.0	14225.6	0.11333333333333333	40	40
1002540.0	0.0	0.0	40	40
1005780.0	10878.4	0.08666666666666667	40	40
1005840.0	0.0	0.0	40	40
1006320.0	10250.8	0.08166666666666667	40	40
